sample_id,sequence_id,frame_id,split,representation,image_path,label_path
2019-09-16-12-55-51_000439,2019-09-16-12-55-51,000439,train,range_angle,images/2019-09-16-12-55-51/000439.png,labels/2019-09-16-12-55-51/000439.txt
2019-09-16-12-55-51_000440,2019-09-16-12-55-51,000440,train,range_angle,images/2019-09-16-12-55-51/000440.png,labels/2019-09-16-12-55-51/000440.txt
2019-09-16-12-55-51_000441,2019-09-16-12-55-51,000441,train,range_angle,images/2019-09-16-12-55-51/000441.png,labels/2019-09-16-12-55-51/000441.txt
2019-09-16-12-55-51_000442,2019-09-16-12-55-51,000442,train,range_angle,images/2019-09-16-12-55-51/000442.png,labels/2019-09-16-12-55-51/000442.txt
2019-09-16-12-55-51_000443,2019-09-16-12-55-51,000443,train,range_angle,images/2019-09-16-12-55-51/000443.png,labels/2019-09-16-12-55-51/000443.txt
2019-09-16-12-55-51_000444,2019-09-16-12-55-51,000444,train,range_angle,images/2019-09-16-12-55-51/000444.png,labels/2019-09-16-12-55-51/000444.txt
2019-09-16-12-55-51_000445,2019-09-16-12-55-51,000445,train,range_angle,images/2019-09-16-12-55-51/000445.png,labels/2019-09-16-12-55-51/000445.txt
2019-09-16-12-55-51_000446,2019-09-16-12-55-51,000446,train,range_angle,images/2019-09-16-12-55-51/000446.png,labels/2019-09-16-12-55-51/000446.txt
2019-09-16-12-55-51_000447,2019-09-16-12-55-51,000447,train,range_angle,images/2019-09-16-12-55-51/000447.png,labels/2019-09-16-12-55-51/000447.txt
2019-09-16-12-55-51_000448,2019-09-16-12-55-51,000448,train,range_angle,images/2019-09-16-12-55-51/000448.png,labels/2019-09-16-12-55-51/000448.txt
2019-09-16-12-55-51_000449,2019-09-16-12-55-51,000449,train,range_angle,images/2019-09-16-12-55-51/000449.png,labels/2019-09-16-12-55-51/000449.txt
2019-09-16-12-55-51_000450,2019-09-16-12-55-51,000450,train,range_angle,images/2019-09-16-12-55-51/000450.png,labels/2019-09-16-12-55-51/000450.txt
2019-09-16-12-55-51_000451,2019-09-16-12-55-51,000451,train,range_angle,images/2019-09-16-12-55-51/000451.png,labels/2019-09-16-12-55-51/000451.txt
2019-09-16-12-55-51_000452,2019-09-16-12-55-51,000452,train,range_angle,images/2019-09-16-12-55-51/000452.png,labels/2019-09-16-12-55-51/000452.txt
2019-09-16-12-55-51_000453,2019-09-16-12-55-51,000453,train,range_angle,images/2019-09-16-12-55-51/000453.png,labels/2019-09-16-12-55-51/000453.txt
2019-09-16-12-55-51_000454,2019-09-16-12-55-51,000454,train,range_angle,images/2019-09-16-12-55-51/000454.png,labels/2019-09-16-12-55-51/000454.txt
2019-09-16-12-55-51_000455,2019-09-16-12-55-51,000455,train,range_angle,images/2019-09-16-12-55-51/000455.png,labels/2019-09-16-12-55-51/000455.txt
2019-09-16-12-55-51_000456,2019-09-16-12-55-51,000456,train,range_angle,images/2019-09-16-12-55-51/000456.png,labels/2019-09-16-12-55-51/000456.txt
2019-09-16-12-55-51_000457,2019-09-16-12-55-51,000457,train,range_angle,images/2019-09-16-12-55-51/000457.png,labels/2019-09-16-12-55-51/000457.txt
2019-09-16-12-55-51_000458,2019-09-16-12-55-51,000458,train,range_angle,images/2019-09-16-12-55-51/000458.png,labels/2019-09-16-12-55-51/000458.txt
2019-09-16-12-55-51_000459,2019-09-16-12-55-51,000459,train,range_angle,images/2019-09-16-12-55-51/000459.png,labels/2019-09-16-12-55-51/000459.txt
2019-09-16-12-55-51_000460,2019-09-16-12-55-51,000460,train,range_angle,images/2019-09-16-12-55-51/000460.png,labels/2019-09-16-12-55-51/000460.txt
2019-09-16-12-55-51_000461,2019-09-16-12-55-51,000461,train,range_angle,images/2019-09-16-12-55-51/000461.png,labels/2019-09-16-12-55-51/000461.txt
2019-09-16-12-55-51_000462,2019-09-16-12-55-51,000462,train,range_angle,images/2019-09-16-12-55-51/000462.png,labels/2019-09-16-12-55-51/000462.txt
2019-09-16-12-55-51_000463,2019-09-16-12-55-51,000463,train,range_angle,images/2019-09-16-12-55-51/000463.png,labels/2019-09-16-12-55-51/000463.txt
2019-09-16-12-55-51_000464,2019-09-16-12-55-51,000464,train,range_angle,images/2019-09-16-12-55-51/000464.png,labels/2019-09-16-12-55-51/000464.txt
2019-09-16-12-55-51_000465,2019-09-16-12-55-51,000465,train,range_angle,images/2019-09-16-12-55-51/000465.png,labels/2019-09-16-12-55-51/000465.txt
2019-09-16-12-55-51_000466,2019-09-16-12-55-51,000466,train,range_angle,images/2019-09-16-12-55-51/000466.png,labels/2019-09-16-12-55-51/000466.txt
2019-09-16-12-55-51_000467,2019-09-16-12-55-51,000467,train,range_angle,images/2019-09-16-12-55-51/000467.png,labels/2019-09-16-12-55-51/000467.txt
2019-09-16-12-55-51_000468,2019-09-16-12-55-51,000468,train,range_angle,images/2019-09-16-12-55-51/000468.png,labels/2019-09-16-12-55-51/000468.txt
2019-09-16-12-55-51_000469,2019-09-16-12-55-51,000469,train,range_angle,images/2019-09-16-12-55-51/000469.png,labels/2019-09-16-12-55-51/000469.txt
2019-09-16-12-55-51_000470,2019-09-16-12-55-51,000470,train,range_angle,images/2019-09-16-12-55-51/000470.png,labels/2019-09-16-12-55-51/000470.txt
2019-09-16-12-55-51_000471,2019-09-16-12-55-51,000471,train,range_angle,images/2019-09-16-12-55-51/000471.png,labels/2019-09-16-12-55-51/000471.txt
2019-09-16-12-55-51_000472,2019-09-16-12-55-51,000472,train,range_angle,images/2019-09-16-12-55-51/000472.png,labels/2019-09-16-12-55-51/000472.txt
2019-09-16-12-55-51_000473,2019-09-16-12-55-51,000473,train,range_angle,images/2019-09-16-12-55-51/000473.png,labels/2019-09-16-12-55-51/000473.txt
2019-09-16-12-55-51_000474,2019-09-16-12-55-51,000474,train,range_angle,images/2019-09-16-12-55-51/000474.png,labels/2019-09-16-12-55-51/000474.txt
2019-09-16-12-55-51_000475,2019-09-16-12-55-51,000475,train,range_angle,images/2019-09-16-12-55-51/000475.png,labels/2019-09-16-12-55-51/000475.txt
2019-09-16-12-55-51_000476,2019-09-16-12-55-51,000476,train,range_angle,images/2019-09-16-12-55-51/000476.png,labels/2019-09-16-12-55-51/000476.txt
2019-09-16-12-55-51_000477,2019-09-16-12-55-51,000477,train,range_angle,images/2019-09-16-12-55-51/000477.png,labels/2019-09-16-12-55-51/000477.txt
2019-09-16-12-55-51_000478,2019-09-16-12-55-51,000478,train,range_angle,images/2019-09-16-12-55-51/000478.png,labels/2019-09-16-12-55-51/000478.txt
2019-09-16-12-55-51_000479,2019-09-16-12-55-51,000479,train,range_angle,images/2019-09-16-12-55-51/000479.png,labels/2019-09-16-12-55-51/000479.txt
2019-09-16-12-55-51_000480,2019-09-16-12-55-51,000480,train,range_angle,images/2019-09-16-12-55-51/000480.png,labels/2019-09-16-12-55-51/000480.txt
2019-09-16-12-55-51_000481,2019-09-16-12-55-51,000481,train,range_angle,images/2019-09-16-12-55-51/000481.png,labels/2019-09-16-12-55-51/000481.txt
2019-09-16-12-55-51_000482,2019-09-16-12-55-51,000482,train,range_angle,images/2019-09-16-12-55-51/000482.png,labels/2019-09-16-12-55-51/000482.txt
2019-09-16-12-55-51_000483,2019-09-16-12-55-51,000483,train,range_angle,images/2019-09-16-12-55-51/000483.png,labels/2019-09-16-12-55-51/000483.txt
2019-09-16-12-55-51_000484,2019-09-16-12-55-51,000484,train,range_angle,images/2019-09-16-12-55-51/000484.png,labels/2019-09-16-12-55-51/000484.txt
2019-09-16-12-55-51_000485,2019-09-16-12-55-51,000485,train,range_angle,images/2019-09-16-12-55-51/000485.png,labels/2019-09-16-12-55-51/000485.txt
2019-09-16-12-55-51_000486,2019-09-16-12-55-51,000486,train,range_angle,images/2019-09-16-12-55-51/000486.png,labels/2019-09-16-12-55-51/000486.txt
2019-09-16-12-55-51_000487,2019-09-16-12-55-51,000487,train,range_angle,images/2019-09-16-12-55-51/000487.png,labels/2019-09-16-12-55-51/000487.txt
2019-09-16-12-55-51_000488,2019-09-16-12-55-51,000488,train,range_angle,images/2019-09-16-12-55-51/000488.png,labels/2019-09-16-12-55-51/000488.txt
2019-09-16-12-55-51_000489,2019-09-16-12-55-51,000489,train,range_angle,images/2019-09-16-12-55-51/000489.png,labels/2019-09-16-12-55-51/000489.txt
2019-09-16-12-55-51_000490,2019-09-16-12-55-51,000490,train,range_angle,images/2019-09-16-12-55-51/000490.png,labels/2019-09-16-12-55-51/000490.txt
2019-09-16-12-55-51_000491,2019-09-16-12-55-51,000491,train,range_angle,images/2019-09-16-12-55-51/000491.png,labels/2019-09-16-12-55-51/000491.txt
2019-09-16-12-55-51_000492,2019-09-16-12-55-51,000492,train,range_angle,images/2019-09-16-12-55-51/000492.png,labels/2019-09-16-12-55-51/000492.txt
2019-09-16-12-55-51_000493,2019-09-16-12-55-51,000493,train,range_angle,images/2019-09-16-12-55-51/000493.png,labels/2019-09-16-12-55-51/000493.txt
2019-09-16-12-55-51_000494,2019-09-16-12-55-51,000494,train,range_angle,images/2019-09-16-12-55-51/000494.png,labels/2019-09-16-12-55-51/000494.txt
2019-09-16-12-55-51_000495,2019-09-16-12-55-51,000495,train,range_angle,images/2019-09-16-12-55-51/000495.png,labels/2019-09-16-12-55-51/000495.txt
2019-09-16-12-55-51_000496,2019-09-16-12-55-51,000496,train,range_angle,images/2019-09-16-12-55-51/000496.png,labels/2019-09-16-12-55-51/000496.txt
2019-09-16-12-55-51_000497,2019-09-16-12-55-51,000497,train,range_angle,images/2019-09-16-12-55-51/000497.png,labels/2019-09-16-12-55-51/000497.txt
2019-09-16-12-55-51_000498,2019-09-16-12-55-51,000498,train,range_angle,images/2019-09-16-12-55-51/000498.png,labels/2019-09-16-12-55-51/000498.txt
2019-09-16-12-55-51_000499,2019-09-16-12-55-51,000499,train,range_angle,images/2019-09-16-12-55-51/000499.png,labels/2019-09-16-12-55-51/000499.txt
2019-09-16-12-55-51_000500,2019-09-16-12-55-51,000500,train,range_angle,images/2019-09-16-12-55-51/000500.png,labels/2019-09-16-12-55-51/000500.txt
2019-09-16-12-55-51_000501,2019-09-16-12-55-51,000501,train,range_angle,images/2019-09-16-12-55-51/000501.png,labels/2019-09-16-12-55-51/000501.txt
2019-09-16-12-55-51_000502,2019-09-16-12-55-51,000502,train,range_angle,images/2019-09-16-12-55-51/000502.png,labels/2019-09-16-12-55-51/000502.txt
2019-09-16-12-55-51_000503,2019-09-16-12-55-51,000503,train,range_angle,images/2019-09-16-12-55-51/000503.png,labels/2019-09-16-12-55-51/000503.txt
2019-09-16-12-55-51_000504,2019-09-16-12-55-51,000504,train,range_angle,images/2019-09-16-12-55-51/000504.png,labels/2019-09-16-12-55-51/000504.txt
2019-09-16-12-55-51_000505,2019-09-16-12-55-51,000505,train,range_angle,images/2019-09-16-12-55-51/000505.png,labels/2019-09-16-12-55-51/000505.txt
2019-09-16-12-55-51_000506,2019-09-16-12-55-51,000506,train,range_angle,images/2019-09-16-12-55-51/000506.png,labels/2019-09-16-12-55-51/000506.txt
2019-09-16-12-55-51_000507,2019-09-16-12-55-51,000507,train,range_angle,images/2019-09-16-12-55-51/000507.png,labels/2019-09-16-12-55-51/000507.txt
2019-09-16-12-55-51_000508,2019-09-16-12-55-51,000508,train,range_angle,images/2019-09-16-12-55-51/000508.png,labels/2019-09-16-12-55-51/000508.txt
2019-09-16-12-55-51_000509,2019-09-16-12-55-51,000509,train,range_angle,images/2019-09-16-12-55-51/000509.png,labels/2019-09-16-12-55-51/000509.txt
2019-09-16-12-55-51_000510,2019-09-16-12-55-51,000510,train,range_angle,images/2019-09-16-12-55-51/000510.png,labels/2019-09-16-12-55-51/000510.txt
2019-09-16-12-55-51_000511,2019-09-16-12-55-51,000511,train,range_angle,images/2019-09-16-12-55-51/000511.png,labels/2019-09-16-12-55-51/000511.txt
2019-09-16-12-55-51_000512,2019-09-16-12-55-51,000512,train,range_angle,images/2019-09-16-12-55-51/000512.png,labels/2019-09-16-12-55-51/000512.txt
2019-09-16-12-55-51_000513,2019-09-16-12-55-51,000513,train,range_angle,images/2019-09-16-12-55-51/000513.png,labels/2019-09-16-12-55-51/000513.txt
2019-09-16-12-55-51_000514,2019-09-16-12-55-51,000514,train,range_angle,images/2019-09-16-12-55-51/000514.png,labels/2019-09-16-12-55-51/000514.txt
2019-09-16-12-55-51_000515,2019-09-16-12-55-51,000515,train,range_angle,images/2019-09-16-12-55-51/000515.png,labels/2019-09-16-12-55-51/000515.txt
2019-09-16-12-55-51_000516,2019-09-16-12-55-51,000516,train,range_angle,images/2019-09-16-12-55-51/000516.png,labels/2019-09-16-12-55-51/000516.txt
2019-09-16-12-55-51_000517,2019-09-16-12-55-51,000517,train,range_angle,images/2019-09-16-12-55-51/000517.png,labels/2019-09-16-12-55-51/000517.txt
2019-09-16-12-55-51_000518,2019-09-16-12-55-51,000518,train,range_angle,images/2019-09-16-12-55-51/000518.png,labels/2019-09-16-12-55-51/000518.txt
2019-09-16-12-55-51_000519,2019-09-16-12-55-51,000519,train,range_angle,images/2019-09-16-12-55-51/000519.png,labels/2019-09-16-12-55-51/000519.txt
2019-09-16-12-55-51_000520,2019-09-16-12-55-51,000520,train,range_angle,images/2019-09-16-12-55-51/000520.png,labels/2019-09-16-12-55-51/000520.txt
2019-09-16-12-55-51_000521,2019-09-16-12-55-51,000521,train,range_angle,images/2019-09-16-12-55-51/000521.png,labels/2019-09-16-12-55-51/000521.txt
2019-09-16-12-55-51_000522,2019-09-16-12-55-51,000522,train,range_angle,images/2019-09-16-12-55-51/000522.png,labels/2019-09-16-12-55-51/000522.txt
2019-09-16-12-55-51_000523,2019-09-16-12-55-51,000523,train,range_angle,images/2019-09-16-12-55-51/000523.png,labels/2019-09-16-12-55-51/000523.txt
2019-09-16-12-55-51_000524,2019-09-16-12-55-51,000524,train,range_angle,images/2019-09-16-12-55-51/000524.png,labels/2019-09-16-12-55-51/000524.txt
2019-09-16-12-55-51_000525,2019-09-16-12-55-51,000525,train,range_angle,images/2019-09-16-12-55-51/000525.png,labels/2019-09-16-12-55-51/000525.txt
2019-09-16-12-55-51_000526,2019-09-16-12-55-51,000526,train,range_angle,images/2019-09-16-12-55-51/000526.png,labels/2019-09-16-12-55-51/000526.txt
2019-09-16-12-55-51_000527,2019-09-16-12-55-51,000527,train,range_angle,images/2019-09-16-12-55-51/000527.png,labels/2019-09-16-12-55-51/000527.txt
2019-09-16-12-55-51_000528,2019-09-16-12-55-51,000528,train,range_angle,images/2019-09-16-12-55-51/000528.png,labels/2019-09-16-12-55-51/000528.txt
2019-09-16-12-55-51_000529,2019-09-16-12-55-51,000529,train,range_angle,images/2019-09-16-12-55-51/000529.png,labels/2019-09-16-12-55-51/000529.txt
2019-09-16-12-55-51_000530,2019-09-16-12-55-51,000530,train,range_angle,images/2019-09-16-12-55-51/000530.png,labels/2019-09-16-12-55-51/000530.txt
2019-09-16-12-55-51_000531,2019-09-16-12-55-51,000531,train,range_angle,images/2019-09-16-12-55-51/000531.png,labels/2019-09-16-12-55-51/000531.txt
2019-09-16-12-55-51_000532,2019-09-16-12-55-51,000532,train,range_angle,images/2019-09-16-12-55-51/000532.png,labels/2019-09-16-12-55-51/000532.txt
2019-09-16-12-55-51_000533,2019-09-16-12-55-51,000533,train,range_angle,images/2019-09-16-12-55-51/000533.png,labels/2019-09-16-12-55-51/000533.txt
2019-09-16-12-55-51_000534,2019-09-16-12-55-51,000534,train,range_angle,images/2019-09-16-12-55-51/000534.png,labels/2019-09-16-12-55-51/000534.txt
2019-09-16-12-55-51_000535,2019-09-16-12-55-51,000535,train,range_angle,images/2019-09-16-12-55-51/000535.png,labels/2019-09-16-12-55-51/000535.txt
2019-09-16-12-55-51_000536,2019-09-16-12-55-51,000536,train,range_angle,images/2019-09-16-12-55-51/000536.png,labels/2019-09-16-12-55-51/000536.txt
2019-09-16-12-55-51_000537,2019-09-16-12-55-51,000537,train,range_angle,images/2019-09-16-12-55-51/000537.png,labels/2019-09-16-12-55-51/000537.txt
2019-09-16-12-55-51_000538,2019-09-16-12-55-51,000538,train,range_angle,images/2019-09-16-12-55-51/000538.png,labels/2019-09-16-12-55-51/000538.txt
2019-09-16-12-55-51_000539,2019-09-16-12-55-51,000539,train,range_angle,images/2019-09-16-12-55-51/000539.png,labels/2019-09-16-12-55-51/000539.txt
2019-09-16-12-55-51_000540,2019-09-16-12-55-51,000540,train,range_angle,images/2019-09-16-12-55-51/000540.png,labels/2019-09-16-12-55-51/000540.txt
2019-09-16-12-55-51_000541,2019-09-16-12-55-51,000541,train,range_angle,images/2019-09-16-12-55-51/000541.png,labels/2019-09-16-12-55-51/000541.txt
2019-09-16-12-55-51_000542,2019-09-16-12-55-51,000542,train,range_angle,images/2019-09-16-12-55-51/000542.png,labels/2019-09-16-12-55-51/000542.txt
2019-09-16-12-55-51_000543,2019-09-16-12-55-51,000543,train,range_angle,images/2019-09-16-12-55-51/000543.png,labels/2019-09-16-12-55-51/000543.txt
2019-09-16-12-55-51_000544,2019-09-16-12-55-51,000544,train,range_angle,images/2019-09-16-12-55-51/000544.png,labels/2019-09-16-12-55-51/000544.txt
2019-09-16-12-55-51_000545,2019-09-16-12-55-51,000545,train,range_angle,images/2019-09-16-12-55-51/000545.png,labels/2019-09-16-12-55-51/000545.txt
2019-09-16-12-55-51_000546,2019-09-16-12-55-51,000546,train,range_angle,images/2019-09-16-12-55-51/000546.png,labels/2019-09-16-12-55-51/000546.txt
2019-09-16-12-55-51_000547,2019-09-16-12-55-51,000547,train,range_angle,images/2019-09-16-12-55-51/000547.png,labels/2019-09-16-12-55-51/000547.txt
2019-09-16-12-55-51_000548,2019-09-16-12-55-51,000548,train,range_angle,images/2019-09-16-12-55-51/000548.png,labels/2019-09-16-12-55-51/000548.txt
2019-09-16-12-55-51_000549,2019-09-16-12-55-51,000549,train,range_angle,images/2019-09-16-12-55-51/000549.png,labels/2019-09-16-12-55-51/000549.txt
2019-09-16-12-55-51_000550,2019-09-16-12-55-51,000550,train,range_angle,images/2019-09-16-12-55-51/000550.png,labels/2019-09-16-12-55-51/000550.txt
2019-09-16-12-55-51_000551,2019-09-16-12-55-51,000551,train,range_angle,images/2019-09-16-12-55-51/000551.png,labels/2019-09-16-12-55-51/000551.txt
2019-09-16-12-55-51_000552,2019-09-16-12-55-51,000552,train,range_angle,images/2019-09-16-12-55-51/000552.png,labels/2019-09-16-12-55-51/000552.txt
2019-09-16-12-55-51_000553,2019-09-16-12-55-51,000553,train,range_angle,images/2019-09-16-12-55-51/000553.png,labels/2019-09-16-12-55-51/000553.txt
2019-09-16-12-55-51_000554,2019-09-16-12-55-51,000554,train,range_angle,images/2019-09-16-12-55-51/000554.png,labels/2019-09-16-12-55-51/000554.txt
2019-09-16-12-55-51_000555,2019-09-16-12-55-51,000555,train,range_angle,images/2019-09-16-12-55-51/000555.png,labels/2019-09-16-12-55-51/000555.txt
2019-09-16-12-55-51_000556,2019-09-16-12-55-51,000556,train,range_angle,images/2019-09-16-12-55-51/000556.png,labels/2019-09-16-12-55-51/000556.txt
2019-09-16-12-55-51_000557,2019-09-16-12-55-51,000557,train,range_angle,images/2019-09-16-12-55-51/000557.png,labels/2019-09-16-12-55-51/000557.txt
2019-09-16-12-55-51_000558,2019-09-16-12-55-51,000558,train,range_angle,images/2019-09-16-12-55-51/000558.png,labels/2019-09-16-12-55-51/000558.txt
2019-09-16-12-55-51_000559,2019-09-16-12-55-51,000559,train,range_angle,images/2019-09-16-12-55-51/000559.png,labels/2019-09-16-12-55-51/000559.txt
2019-09-16-12-55-51_000560,2019-09-16-12-55-51,000560,train,range_angle,images/2019-09-16-12-55-51/000560.png,labels/2019-09-16-12-55-51/000560.txt
2019-09-16-12-55-51_000561,2019-09-16-12-55-51,000561,train,range_angle,images/2019-09-16-12-55-51/000561.png,labels/2019-09-16-12-55-51/000561.txt
2019-09-16-12-55-51_000562,2019-09-16-12-55-51,000562,train,range_angle,images/2019-09-16-12-55-51/000562.png,labels/2019-09-16-12-55-51/000562.txt
2019-09-16-12-55-51_000563,2019-09-16-12-55-51,000563,train,range_angle,images/2019-09-16-12-55-51/000563.png,labels/2019-09-16-12-55-51/000563.txt
2019-09-16-12-55-51_000564,2019-09-16-12-55-51,000564,train,range_angle,images/2019-09-16-12-55-51/000564.png,labels/2019-09-16-12-55-51/000564.txt
2019-09-16-12-55-51_000565,2019-09-16-12-55-51,000565,train,range_angle,images/2019-09-16-12-55-51/000565.png,labels/2019-09-16-12-55-51/000565.txt
2019-09-16-12-55-51_000566,2019-09-16-12-55-51,000566,train,range_angle,images/2019-09-16-12-55-51/000566.png,labels/2019-09-16-12-55-51/000566.txt
2019-09-16-12-55-51_000567,2019-09-16-12-55-51,000567,train,range_angle,images/2019-09-16-12-55-51/000567.png,labels/2019-09-16-12-55-51/000567.txt
2019-09-16-12-55-51_000568,2019-09-16-12-55-51,000568,train,range_angle,images/2019-09-16-12-55-51/000568.png,labels/2019-09-16-12-55-51/000568.txt
2019-09-16-12-55-51_000569,2019-09-16-12-55-51,000569,train,range_angle,images/2019-09-16-12-55-51/000569.png,labels/2019-09-16-12-55-51/000569.txt
2019-09-16-12-55-51_000570,2019-09-16-12-55-51,000570,train,range_angle,images/2019-09-16-12-55-51/000570.png,labels/2019-09-16-12-55-51/000570.txt
2019-09-16-12-55-51_000571,2019-09-16-12-55-51,000571,train,range_angle,images/2019-09-16-12-55-51/000571.png,labels/2019-09-16-12-55-51/000571.txt
2019-09-16-12-55-51_000572,2019-09-16-12-55-51,000572,train,range_angle,images/2019-09-16-12-55-51/000572.png,labels/2019-09-16-12-55-51/000572.txt
2019-09-16-12-55-51_000573,2019-09-16-12-55-51,000573,train,range_angle,images/2019-09-16-12-55-51/000573.png,labels/2019-09-16-12-55-51/000573.txt
2019-09-16-12-55-51_000574,2019-09-16-12-55-51,000574,train,range_angle,images/2019-09-16-12-55-51/000574.png,labels/2019-09-16-12-55-51/000574.txt
2019-09-16-12-55-51_000575,2019-09-16-12-55-51,000575,train,range_angle,images/2019-09-16-12-55-51/000575.png,labels/2019-09-16-12-55-51/000575.txt
2019-09-16-12-55-51_000576,2019-09-16-12-55-51,000576,train,range_angle,images/2019-09-16-12-55-51/000576.png,labels/2019-09-16-12-55-51/000576.txt
2019-09-16-12-55-51_000577,2019-09-16-12-55-51,000577,train,range_angle,images/2019-09-16-12-55-51/000577.png,labels/2019-09-16-12-55-51/000577.txt
2019-09-16-12-55-51_000578,2019-09-16-12-55-51,000578,train,range_angle,images/2019-09-16-12-55-51/000578.png,labels/2019-09-16-12-55-51/000578.txt
2019-09-16-12-55-51_000579,2019-09-16-12-55-51,000579,train,range_angle,images/2019-09-16-12-55-51/000579.png,labels/2019-09-16-12-55-51/000579.txt
2019-09-16-12-55-51_000580,2019-09-16-12-55-51,000580,train,range_angle,images/2019-09-16-12-55-51/000580.png,labels/2019-09-16-12-55-51/000580.txt
2019-09-16-12-55-51_000581,2019-09-16-12-55-51,000581,train,range_angle,images/2019-09-16-12-55-51/000581.png,labels/2019-09-16-12-55-51/000581.txt
2019-09-16-12-55-51_000582,2019-09-16-12-55-51,000582,train,range_angle,images/2019-09-16-12-55-51/000582.png,labels/2019-09-16-12-55-51/000582.txt
2019-09-16-12-55-51_000583,2019-09-16-12-55-51,000583,train,range_angle,images/2019-09-16-12-55-51/000583.png,labels/2019-09-16-12-55-51/000583.txt
2019-09-16-12-55-51_000584,2019-09-16-12-55-51,000584,train,range_angle,images/2019-09-16-12-55-51/000584.png,labels/2019-09-16-12-55-51/000584.txt
2019-09-16-12-55-51_000585,2019-09-16-12-55-51,000585,train,range_angle,images/2019-09-16-12-55-51/000585.png,labels/2019-09-16-12-55-51/000585.txt
2019-09-16-12-55-51_000586,2019-09-16-12-55-51,000586,train,range_angle,images/2019-09-16-12-55-51/000586.png,labels/2019-09-16-12-55-51/000586.txt
2019-09-16-12-55-51_000587,2019-09-16-12-55-51,000587,train,range_angle,images/2019-09-16-12-55-51/000587.png,labels/2019-09-16-12-55-51/000587.txt
2019-09-16-12-55-51_000588,2019-09-16-12-55-51,000588,train,range_angle,images/2019-09-16-12-55-51/000588.png,labels/2019-09-16-12-55-51/000588.txt
2019-09-16-12-55-51_000589,2019-09-16-12-55-51,000589,train,range_angle,images/2019-09-16-12-55-51/000589.png,labels/2019-09-16-12-55-51/000589.txt
2019-09-16-12-55-51_000590,2019-09-16-12-55-51,000590,train,range_angle,images/2019-09-16-12-55-51/000590.png,labels/2019-09-16-12-55-51/000590.txt
2019-09-16-12-55-51_000591,2019-09-16-12-55-51,000591,train,range_angle,images/2019-09-16-12-55-51/000591.png,labels/2019-09-16-12-55-51/000591.txt
2019-09-16-12-55-51_000592,2019-09-16-12-55-51,000592,train,range_angle,images/2019-09-16-12-55-51/000592.png,labels/2019-09-16-12-55-51/000592.txt
2019-09-16-12-55-51_000593,2019-09-16-12-55-51,000593,train,range_angle,images/2019-09-16-12-55-51/000593.png,labels/2019-09-16-12-55-51/000593.txt
2019-09-16-12-55-51_000594,2019-09-16-12-55-51,000594,train,range_angle,images/2019-09-16-12-55-51/000594.png,labels/2019-09-16-12-55-51/000594.txt
2019-09-16-12-55-51_000595,2019-09-16-12-55-51,000595,train,range_angle,images/2019-09-16-12-55-51/000595.png,labels/2019-09-16-12-55-51/000595.txt
2019-09-16-12-55-51_000596,2019-09-16-12-55-51,000596,train,range_angle,images/2019-09-16-12-55-51/000596.png,labels/2019-09-16-12-55-51/000596.txt
2019-09-16-12-55-51_000597,2019-09-16-12-55-51,000597,train,range_angle,images/2019-09-16-12-55-51/000597.png,labels/2019-09-16-12-55-51/000597.txt
2019-09-16-12-55-51_000598,2019-09-16-12-55-51,000598,train,range_angle,images/2019-09-16-12-55-51/000598.png,labels/2019-09-16-12-55-51/000598.txt
2019-09-16-12-55-51_000599,2019-09-16-12-55-51,000599,train,range_angle,images/2019-09-16-12-55-51/000599.png,labels/2019-09-16-12-55-51/000599.txt
2019-09-16-12-55-51_000600,2019-09-16-12-55-51,000600,train,range_angle,images/2019-09-16-12-55-51/000600.png,labels/2019-09-16-12-55-51/000600.txt
2019-09-16-12-55-51_000601,2019-09-16-12-55-51,000601,train,range_angle,images/2019-09-16-12-55-51/000601.png,labels/2019-09-16-12-55-51/000601.txt
2019-09-16-12-55-51_000602,2019-09-16-12-55-51,000602,train,range_angle,images/2019-09-16-12-55-51/000602.png,labels/2019-09-16-12-55-51/000602.txt
2019-09-16-12-55-51_000603,2019-09-16-12-55-51,000603,train,range_angle,images/2019-09-16-12-55-51/000603.png,labels/2019-09-16-12-55-51/000603.txt
2019-09-16-12-55-51_000604,2019-09-16-12-55-51,000604,train,range_angle,images/2019-09-16-12-55-51/000604.png,labels/2019-09-16-12-55-51/000604.txt
2019-09-16-12-55-51_000605,2019-09-16-12-55-51,000605,train,range_angle,images/2019-09-16-12-55-51/000605.png,labels/2019-09-16-12-55-51/000605.txt
2019-09-16-12-55-51_000606,2019-09-16-12-55-51,000606,train,range_angle,images/2019-09-16-12-55-51/000606.png,labels/2019-09-16-12-55-51/000606.txt
2019-09-16-12-55-51_000607,2019-09-16-12-55-51,000607,train,range_angle,images/2019-09-16-12-55-51/000607.png,labels/2019-09-16-12-55-51/000607.txt
2019-09-16-12-55-51_000608,2019-09-16-12-55-51,000608,train,range_angle,images/2019-09-16-12-55-51/000608.png,labels/2019-09-16-12-55-51/000608.txt
2019-09-16-12-55-51_000609,2019-09-16-12-55-51,000609,train,range_angle,images/2019-09-16-12-55-51/000609.png,labels/2019-09-16-12-55-51/000609.txt
2019-09-16-12-55-51_000610,2019-09-16-12-55-51,000610,train,range_angle,images/2019-09-16-12-55-51/000610.png,labels/2019-09-16-12-55-51/000610.txt
