sequence_id,frame_id,object_id,class_id,x1,y1,x2,y2
2019-09-16-13-13-01,000153,000456,2,144.000,56.000,157.000,65.000
2019-09-16-13-13-01,000185,000493,2,163.000,202.000,165.000,204.000
2019-09-16-13-13-01,000186,000493,2,164.000,194.000,166.000,198.000
2019-09-16-13-13-01,000187,000493,2,169.000,194.000,171.000,196.000
2019-09-16-13-13-01,000188,000493,2,167.000,200.000,169.000,202.000
2019-09-16-13-13-01,000189,000493,2,170.000,197.000,172.000,203.000
2019-09-16-13-13-01,000190,000493,2,170.000,195.000,173.000,198.000
2019-09-16-13-13-01,000191,000493,2,173.000,194.000,176.000,196.000
2019-09-16-13-13-01,000192,000493,2,176.000,197.000,177.000,198.000
2019-09-16-13-13-01,000193,000493,2,173.000,192.000,180.000,201.000
2019-09-16-13-13-01,000194,000493,2,176.000,184.000,183.000,204.000
2019-09-16-13-13-01,000195,000493,2,176.000,169.000,185.000,196.000
2019-09-16-13-13-01,000196,000493,2,175.000,141.000,187.000,199.000
2019-09-16-13-13-01,000197,000493,2,178.000,171.000,189.000,199.000
2019-09-16-13-13-01,000198,000493,2,175.000,142.000,191.000,200.000
2019-09-16-13-13-01,000199,000493,2,173.000,168.000,192.000,198.000
2019-09-16-13-13-01,000200,000493,2,176.000,168.000,194.000,198.000
2019-09-16-13-13-01,000201,000493,2,176.000,165.000,194.000,198.000
2019-09-16-13-13-01,000202,000493,2,178.000,167.000,196.000,199.000
2019-09-16-13-13-01,000203,000493,2,180.000,145.000,197.000,200.000
2019-09-16-13-13-01,000204,000493,2,180.000,140.000,198.000,201.000
2019-09-16-13-13-01,000205,000493,2,179.000,138.000,200.000,188.000
2019-09-16-13-13-01,000206,000493,2,182.000,123.000,200.000,173.000
2019-09-16-13-13-01,000207,000493,2,183.000,142.000,202.000,204.000
2019-09-16-13-13-01,000208,000493,2,185.000,120.000,202.000,173.000
2019-09-16-13-13-01,000209,000493,2,185.000,120.000,203.000,175.000
2019-09-16-13-13-01,000210,000493,2,185.000,97.000,202.000,173.000
2019-09-16-13-13-01,000211,000493,2,187.000,99.000,203.000,174.000
2019-09-16-13-13-01,000212,000493,2,187.000,99.000,203.000,155.000
2019-09-16-13-13-01,000213,000493,2,189.000,106.000,204.000,155.000
2019-09-16-13-13-01,000214,000493,2,189.000,109.000,203.000,153.000
2019-09-16-13-13-01,000215,000493,2,186.000,57.000,203.000,152.000
2019-09-16-13-13-01,000216,000493,2,188.000,81.000,203.000,154.000
2019-09-16-13-13-01,000217,000493,2,187.000,81.000,202.000,151.000
2019-09-16-13-13-01,000218,000493,2,186.000,100.000,202.000,153.000
2019-09-16-13-13-01,000219,000493,2,183.000,87.000,202.000,133.000
2019-09-16-13-13-01,000220,000493,2,183.000,81.000,201.000,129.000
2019-09-16-13-13-01,000221,000493,2,183.000,62.000,201.000,129.000
2019-09-16-13-13-01,000222,000493,2,179.000,62.000,198.000,125.000
2019-09-16-13-13-01,000223,000493,2,178.000,49.000,196.000,114.000
2019-09-16-13-13-01,000224,000493,2,177.000,85.000,195.000,112.000
2019-09-16-13-13-01,000225,000493,2,177.000,87.000,196.000,110.000
2019-09-16-13-13-01,000226,000493,2,175.000,80.000,191.000,107.000
2019-09-16-13-13-01,000227,000493,2,154.000,55.000,189.000,107.000
2019-09-16-13-13-01,000228,000493,2,173.000,84.000,186.000,92.000
2019-09-16-13-13-01,000229,000493,2,172.000,83.000,184.000,91.000
2019-09-16-13-13-01,000230,000493,2,172.000,85.000,183.000,92.000
2019-09-16-13-13-01,000231,000493,2,173.000,82.000,181.000,90.000
2019-09-16-13-13-01,000232,000493,2,155.000,49.000,178.000,88.000
2019-09-16-13-13-01,000233,000493,2,156.000,66.000,174.000,81.000
2019-09-16-13-13-01,000234,000493,2,155.000,62.000,171.000,77.000
2019-09-16-13-13-01,000235,000493,2,156.000,62.000,167.000,73.000
2019-09-16-13-13-01,000236,000493,2,156.000,62.000,160.000,65.000
2019-09-16-13-13-01,000237,000493,2,155.000,60.000,161.000,65.000
2019-09-16-13-13-01,000238,000493,2,153.000,56.000,159.000,65.000
2019-09-16-13-13-01,000239,000493,2,151.000,60.000,157.000,66.000
2019-09-16-13-13-01,000240,000493,2,146.000,62.000,156.000,66.000
2019-09-16-13-13-01,000241,000493,2,146.000,62.000,156.000,66.000
2019-09-16-13-13-01,000242,000493,2,142.000,62.000,156.000,66.000
2019-09-16-13-13-01,000243,000493,2,140.000,62.000,157.000,65.000
2019-09-16-12-55-51,000046,000054,2,237.000,37.000,245.000,97.000
2019-09-16-12-55-51,000047,000054,2,233.000,16.000,242.000,181.000
2019-09-16-12-55-51,000048,000054,2,229.000,16.000,247.000,250.000
2019-09-16-12-55-51,000049,000054,2,226.000,19.000,244.000,244.000
2019-09-16-12-55-51,000050,000054,2,221.000,22.000,242.000,120.000
2019-09-16-12-55-51,000051,000054,2,217.000,28.000,238.000,139.000
2019-09-16-12-55-51,000052,000054,2,212.000,56.000,236.000,197.000
2019-09-16-12-55-51,000053,000054,2,207.000,61.000,233.000,194.000
2019-09-16-12-55-51,000054,000054,2,202.000,59.000,229.000,136.000
2019-09-16-12-55-51,000055,000054,2,199.000,64.000,220.000,142.000
2019-09-16-12-55-51,000056,000054,2,192.000,86.000,217.000,137.000
2019-09-16-12-55-51,000057,000054,2,187.000,85.000,212.000,170.000
2019-09-16-12-55-51,000058,000054,2,183.000,84.000,206.000,136.000
2019-09-16-12-55-51,000059,000054,2,178.000,87.000,203.000,136.000
2019-09-16-12-55-51,000060,000054,2,175.000,129.000,197.000,136.000
2019-09-16-12-55-51,000061,000054,2,174.000,128.000,193.000,135.000
2019-09-16-12-55-51,000062,000054,2,164.000,129.000,187.000,133.000
2019-09-16-12-55-51,000063,000054,2,160.000,128.000,180.000,133.000
2019-09-16-12-55-51,000064,000054,2,158.000,128.000,177.000,134.000
2019-09-16-12-55-51,000065,000054,2,163.000,124.000,170.000,133.000
2019-09-16-12-55-51,000066,000054,2,149.000,128.000,165.000,134.000
2019-09-16-12-55-51,000067,000054,2,144.000,129.000,161.000,135.000
2019-09-16-12-55-51,000068,000054,2,147.000,128.000,155.000,133.000
2019-09-16-12-55-51,000069,000054,2,142.000,128.000,152.000,132.000
2019-09-16-12-55-51,000070,000054,2,138.000,127.000,146.000,131.000
2019-09-16-12-55-51,000071,000054,2,136.000,128.000,140.000,130.000
2019-09-16-12-55-51,000072,000054,2,127.000,127.000,139.000,130.000
2019-09-16-12-55-51,000073,000054,2,123.000,127.000,132.000,129.000
2019-09-16-12-55-51,000074,000054,2,116.000,128.000,127.000,129.000
2019-09-16-12-55-51,000075,000054,2,113.000,129.000,121.000,131.000
2019-09-16-12-55-51,000076,000054,2,110.000,126.000,115.000,131.000
2019-09-16-12-55-51,000077,000054,2,105.000,126.000,111.000,131.000
2019-09-16-12-55-51,000078,000054,2,102.000,127.000,105.000,132.000
2019-09-16-12-55-51,000079,000054,2,94.000,129.000,101.000,131.000
2019-09-16-12-55-51,000080,000054,2,90.000,130.000,96.000,132.000
2019-09-16-12-55-51,000081,000054,2,83.000,128.000,91.000,132.000
2019-09-16-12-55-51,000082,000054,2,78.000,129.000,89.000,131.000
2019-09-16-12-55-51,000083,000054,2,76.000,129.000,81.000,131.000
2019-09-16-12-55-51,000084,000054,2,70.000,128.000,76.000,133.000
2019-09-16-12-55-51,000085,000054,2,64.000,129.000,74.000,131.000
2019-09-16-12-55-51,000086,000054,2,61.000,130.000,69.000,133.000
2019-09-16-12-55-51,000087,000054,2,56.000,130.000,61.000,133.000
2019-09-16-12-55-51,000088,000054,2,51.000,130.000,56.000,132.000
2019-09-16-12-55-51,000089,000054,2,46.000,130.000,51.000,133.000
2019-09-16-12-55-51,000090,000054,2,39.000,131.000,47.000,133.000
2019-09-16-12-55-51,000091,000054,2,35.000,131.000,42.000,132.000
2019-09-16-12-55-51,000092,000054,2,28.000,131.000,37.000,134.000
2019-09-16-12-55-51,000093,000054,2,24.000,129.000,31.000,134.000
2019-09-16-12-55-51,000094,000054,2,21.000,128.000,26.000,133.000
2019-09-16-12-55-51,000095,000054,2,19.000,130.000,21.000,132.000
2019-09-16-12-55-51,000096,000054,2,14.000,130.000,16.000,132.000
2019-09-16-12-55-51,000097,000054,2,10.000,131.000,11.000,133.000
2019-09-16-12-55-51,000216,000067,2,244.000,12.000,249.000,240.000
2019-09-16-12-55-51,000217,000067,2,241.000,12.000,249.000,250.000
2019-09-16-12-55-51,000218,000067,2,240.000,19.000,249.000,250.000
2019-09-16-12-55-51,000219,000067,2,238.000,35.000,248.000,210.000
2019-09-16-12-55-51,000220,000067,2,234.000,12.000,247.000,244.000
2019-09-16-12-55-51,000221,000067,2,233.000,38.000,246.000,94.000
2019-09-16-12-55-51,000222,000067,2,232.000,41.000,247.000,232.000
2019-09-16-12-55-51,000223,000067,2,230.000,24.000,249.000,228.000
2019-09-16-12-55-51,000224,000067,2,228.000,12.000,249.000,232.000
2019-09-16-12-55-51,000225,000067,2,224.000,19.000,248.000,240.000
2019-09-16-12-55-51,000226,000067,2,223.000,45.000,248.000,240.000
2019-09-16-12-55-51,000227,000067,2,207.000,48.000,246.000,234.000
2019-09-16-12-55-51,000228,000067,2,218.000,28.000,244.000,134.000
2019-09-16-12-55-51,000229,000067,2,215.000,48.000,243.000,136.000
2019-09-16-12-55-51,000230,000067,2,214.000,49.000,241.000,136.000
2019-09-16-12-55-51,000231,000067,2,213.000,55.000,237.000,134.000
2019-09-16-12-55-51,000232,000067,2,203.000,54.000,237.000,198.000
2019-09-16-12-55-51,000233,000067,2,200.000,72.000,246.000,130.000
2019-09-16-12-55-51,000234,000067,2,203.000,77.000,232.000,133.000
2019-09-16-12-55-51,000235,000067,2,200.000,74.000,229.000,131.000
2019-09-16-12-55-51,000236,000067,2,198.000,73.000,226.000,131.000
2019-09-16-12-55-51,000237,000067,2,197.000,75.000,224.000,131.000
2019-09-16-12-55-51,000238,000067,2,193.000,47.000,221.000,134.000
2019-09-16-12-55-51,000239,000067,2,192.000,84.000,218.000,133.000
2019-09-16-12-55-51,000240,000067,2,189.000,78.000,217.000,132.000
2019-09-16-12-55-51,000241,000067,2,187.000,79.000,215.000,165.000
2019-09-16-12-55-51,000242,000067,2,184.000,82.000,210.000,134.000
2019-09-16-12-55-51,000243,000067,2,183.000,79.000,208.000,164.000
2019-09-16-12-55-51,000244,000067,2,180.000,81.000,205.000,136.000
2019-09-16-12-55-51,000245,000067,2,174.000,111.000,201.000,133.000
2019-09-16-12-55-51,000246,000067,2,156.000,79.000,198.000,164.000
2019-09-16-12-55-51,000247,000067,2,186.000,118.000,195.000,125.000
2019-09-16-12-55-51,000248,000067,2,170.000,80.000,195.000,168.000
2019-09-16-12-55-51,000249,000067,2,167.000,125.000,191.000,133.000
2019-09-16-12-55-51,000250,000067,2,178.000,128.000,189.000,133.000
2019-09-16-12-55-51,000251,000067,2,157.000,128.000,185.000,136.000
2019-09-16-12-55-51,000252,000067,2,155.000,111.000,183.000,133.000
2019-09-16-12-55-51,000253,000067,2,153.000,128.000,179.000,136.000
2019-09-16-12-55-51,000254,000067,2,153.000,128.000,176.000,134.000
2019-09-16-12-55-51,000255,000067,2,151.000,125.000,173.000,137.000
2019-09-16-12-55-51,000256,000067,2,148.000,128.000,170.000,133.000
2019-09-16-12-55-51,000257,000067,2,143.000,128.000,167.000,132.000
2019-09-16-12-55-51,000258,000067,2,153.000,126.000,164.000,131.000
2019-09-16-12-55-51,000259,000067,2,139.000,128.000,160.000,134.000
2019-09-16-12-55-51,000260,000067,2,136.000,127.000,158.000,134.000
2019-09-16-12-55-51,000261,000067,2,133.000,128.000,155.000,131.000
2019-09-16-12-55-51,000262,000067,2,129.000,128.000,151.000,131.000
2019-09-16-12-55-51,000263,000067,2,126.000,128.000,147.000,131.000
2019-09-16-12-55-51,000264,000067,2,125.000,128.000,145.000,131.000
2019-09-16-12-55-51,000265,000067,2,121.000,128.000,141.000,132.000
2019-09-16-12-55-51,000266,000067,2,118.000,128.000,139.000,132.000
2019-09-16-12-55-51,000267,000067,2,117.000,128.000,137.000,131.000
2019-09-16-12-55-51,000268,000067,2,110.000,127.000,134.000,132.000
2019-09-16-12-55-51,000269,000067,2,108.000,128.000,131.000,131.000
2019-09-16-12-55-51,000270,000067,2,122.000,128.000,128.000,131.000
2019-09-16-12-55-51,000271,000067,2,100.000,128.000,124.000,131.000
2019-09-16-12-55-51,000272,000067,2,98.000,127.000,121.000,132.000
2019-09-16-12-55-51,000273,000067,2,95.000,128.000,117.000,133.000
2019-09-16-12-55-51,000274,000067,2,91.000,128.000,113.000,131.000
2019-09-16-12-55-51,000275,000067,2,88.000,127.000,111.000,131.000
2019-09-16-12-55-51,000276,000067,2,85.000,128.000,107.000,131.000
2019-09-16-12-55-51,000277,000067,2,83.000,128.000,105.000,131.000
2019-09-16-12-55-51,000278,000067,2,79.000,123.000,102.000,131.000
2019-09-16-12-55-51,000279,000067,2,90.000,129.000,96.000,131.000
2019-09-16-12-55-51,000280,000067,2,73.000,125.000,95.000,132.000
2019-09-16-12-55-51,000281,000067,2,84.000,128.000,92.000,132.000
2019-09-16-12-55-51,000282,000067,2,81.000,127.000,88.000,130.000
2019-09-16-12-55-51,000283,000067,2,77.000,127.000,84.000,130.000
2019-09-16-12-55-51,000284,000067,2,77.000,127.000,80.000,130.000
2019-09-16-12-55-51,000285,000067,2,70.000,127.000,77.000,128.000
2019-09-16-12-55-51,000286,000067,2,68.000,126.000,75.000,130.000
2019-09-16-12-55-51,000287,000067,2,64.000,126.000,71.000,129.000
2019-09-16-12-55-51,000288,000067,2,61.000,127.000,68.000,130.000
2019-09-16-12-55-51,000289,000067,2,60.000,127.000,65.000,131.000
2019-09-16-12-55-51,000290,000067,2,55.000,129.000,61.000,131.000
2019-09-16-12-55-51,000291,000067,2,56.000,129.000,60.000,130.000
2019-09-16-12-55-51,000292,000067,2,48.000,128.000,56.000,131.000
2019-09-16-12-55-51,000293,000067,2,46.000,126.000,55.000,133.000
2019-09-16-12-55-51,000294,000067,2,44.000,128.000,49.000,129.000
2019-09-16-12-55-51,000295,000067,2,28.000,126.000,49.000,132.000
2019-09-16-12-55-51,000296,000067,2,36.000,128.000,44.000,132.000
2019-09-16-12-55-51,000297,000067,2,32.000,128.000,40.000,130.000
2019-09-16-12-55-51,000298,000067,2,29.000,128.000,39.000,132.000
2019-09-16-12-55-51,000299,000067,2,28.000,127.000,36.000,131.000
2019-09-16-12-55-51,000300,000067,2,24.000,128.000,30.000,131.000
2019-09-16-12-55-51,000301,000067,2,23.000,128.000,28.000,134.000
2019-09-16-12-55-51,000302,000067,2,21.000,128.000,25.000,132.000
2019-09-16-12-55-51,000303,000067,2,19.000,129.000,24.000,134.000
2019-09-16-12-55-51,000304,000067,2,15.000,130.000,18.000,131.000
2019-09-16-12-55-51,000305,000067,2,14.000,130.000,15.000,132.000
2019-09-16-12-55-51,000306,000067,2,25.000,112.000,27.000,114.000
2019-09-16-12-55-51,000411,000076,2,244.000,12.000,246.000,57.000
2019-09-16-12-55-51,000412,000076,2,243.000,19.000,247.000,234.000
2019-09-16-12-55-51,000413,000076,2,241.000,12.000,248.000,223.000
2019-09-16-12-55-51,000414,000076,2,239.000,12.000,248.000,244.000
2019-09-16-12-55-51,000415,000076,2,238.000,22.000,248.000,244.000
2019-09-16-12-55-51,000416,000076,2,235.000,33.000,247.000,244.000
2019-09-16-12-55-51,000417,000076,2,236.000,28.000,247.000,171.000
2019-09-16-12-55-51,000418,000076,2,234.000,16.000,246.000,91.000
2019-09-16-12-55-51,000419,000076,2,233.000,32.000,245.000,191.000
2019-09-16-12-55-51,000420,000076,2,232.000,52.000,243.000,144.000
2019-09-16-12-55-51,000421,000076,2,209.000,24.000,247.000,244.000
2019-09-16-12-55-51,000422,000076,2,230.000,32.000,246.000,228.000
2019-09-16-12-55-51,000423,000076,2,227.000,26.000,248.000,152.000
2019-09-16-12-55-51,000424,000076,2,225.000,16.000,248.000,223.000
2019-09-16-12-55-51,000425,000076,2,224.000,22.000,247.000,117.000
2019-09-16-12-55-51,000426,000076,2,223.000,48.000,246.000,136.000
2019-09-16-12-55-51,000427,000076,2,221.000,56.000,245.000,144.000
2019-09-16-12-55-51,000428,000076,2,221.000,54.000,244.000,145.000
2019-09-16-12-55-51,000429,000076,2,218.000,56.000,243.000,119.000
2019-09-16-12-55-51,000430,000076,2,216.000,65.000,242.000,177.000
2019-09-16-12-55-51,000431,000076,2,216.000,62.000,240.000,122.000
2019-09-16-12-55-51,000432,000076,2,211.000,66.000,239.000,127.000
2019-09-16-12-55-51,000433,000076,2,209.000,59.000,238.000,136.000
2019-09-16-12-55-51,000434,000076,2,205.000,82.000,236.000,129.000
2019-09-16-12-55-51,000435,000076,2,210.000,72.000,234.000,124.000
2019-09-16-12-55-51,000436,000076,2,197.000,70.000,233.000,127.000
2019-09-16-12-55-51,000437,000076,2,204.000,70.000,231.000,124.000
2019-09-16-12-55-51,000438,000076,2,202.000,92.000,229.000,126.000
2019-09-16-12-55-51,000439,000076,2,200.000,95.000,228.000,125.000
2019-09-16-12-55-51,000440,000076,2,197.000,71.000,225.000,128.000
2019-09-16-12-55-51,000441,000076,2,196.000,96.000,224.000,125.000
2019-09-16-12-55-51,000442,000076,2,194.000,95.000,222.000,127.000
2019-09-16-12-55-51,000443,000076,2,193.000,81.000,220.000,125.000
2019-09-16-12-55-51,000444,000076,2,190.000,104.000,218.000,133.000
2019-09-16-12-55-51,000445,000076,2,187.000,107.000,216.000,128.000
2019-09-16-12-55-51,000446,000076,2,185.000,107.000,214.000,125.000
2019-09-16-12-55-51,000447,000076,2,185.000,113.000,212.000,127.000
2019-09-16-12-55-51,000448,000076,2,186.000,111.000,210.000,125.000
2019-09-16-12-55-51,000449,000076,2,180.000,105.000,208.000,128.000
2019-09-16-12-55-51,000450,000076,2,178.000,108.000,206.000,128.000
2019-09-16-12-55-51,000451,000076,2,181.000,115.000,204.000,129.000
2019-09-16-12-55-51,000452,000076,2,177.000,117.000,202.000,127.000
2019-09-16-12-55-51,000453,000076,2,176.000,117.000,200.000,127.000
2019-09-16-12-55-51,000454,000076,2,175.000,115.000,198.000,128.000
2019-09-16-12-55-51,000455,000076,2,172.000,112.000,196.000,128.000
2019-09-16-12-55-51,000456,000076,2,171.000,115.000,194.000,128.000
2019-09-16-12-55-51,000457,000076,2,156.000,104.000,192.000,129.000
2019-09-16-12-55-51,000458,000076,2,157.000,87.000,191.000,136.000
2019-09-16-12-55-51,000459,000076,2,164.000,122.000,190.000,131.000
2019-09-16-12-55-51,000460,000076,2,159.000,122.000,188.000,131.000
2019-09-16-12-55-51,000461,000076,2,160.000,123.000,185.000,133.000
2019-09-16-12-55-51,000462,000076,2,164.000,114.000,183.000,131.000
2019-09-16-12-55-51,000463,000076,2,159.000,123.000,181.000,132.000
2019-09-16-12-55-51,000464,000076,2,156.000,126.000,179.000,132.000
2019-09-16-12-55-51,000465,000076,2,152.000,111.000,177.000,133.000
2019-09-16-12-55-51,000466,000076,2,152.000,113.000,174.000,130.000
2019-09-16-12-55-51,000467,000076,2,151.000,124.000,172.000,132.000
2019-09-16-12-55-51,000468,000076,2,151.000,127.000,169.000,132.000
2019-09-16-12-55-51,000469,000076,2,147.000,113.000,169.000,133.000
2019-09-16-12-55-51,000470,000076,2,143.000,123.000,165.000,131.000
2019-09-16-12-55-51,000471,000076,2,142.000,125.000,165.000,131.000
2019-09-16-12-55-51,000472,000076,2,141.000,125.000,163.000,131.000
2019-09-16-12-55-51,000473,000076,2,136.000,128.000,159.000,133.000
2019-09-16-12-55-51,000474,000076,2,139.000,126.000,157.000,131.000
2019-09-16-12-55-51,000475,000076,2,148.000,124.000,155.000,130.000
2019-09-16-12-55-51,000476,000076,2,145.000,123.000,151.000,130.000
2019-09-16-12-55-51,000477,000076,2,131.000,124.000,149.000,129.000
2019-09-16-12-55-51,000478,000076,2,127.000,125.000,149.000,129.000
2019-09-16-12-55-51,000479,000076,2,135.000,125.000,147.000,129.000
2019-09-16-12-55-51,000480,000076,2,136.000,122.000,144.000,129.000
2019-09-16-12-55-51,000481,000076,2,134.000,125.000,142.000,128.000
2019-09-16-12-55-51,000482,000076,2,133.000,123.000,140.000,129.000
2019-09-16-12-55-51,000483,000076,2,118.000,125.000,137.000,129.000
2019-09-16-12-55-51,000484,000076,2,130.000,122.000,135.000,129.000
2019-09-16-12-55-51,000485,000076,2,110.000,124.000,132.000,129.000
2019-09-16-12-55-51,000486,000076,2,124.000,123.000,130.000,129.000
2019-09-16-12-55-51,000487,000076,2,121.000,122.000,129.000,130.000
2019-09-16-12-55-51,000488,000076,2,118.000,128.000,127.000,131.000
2019-09-16-12-55-51,000489,000076,2,100.000,128.000,125.000,133.000
2019-09-16-12-55-51,000490,000076,2,99.000,128.000,122.000,130.000
2019-09-16-12-55-51,000491,000076,2,114.000,128.000,121.000,131.000
2019-09-16-12-55-51,000492,000076,2,95.000,128.000,118.000,130.000
2019-09-16-12-55-51,000493,000076,2,92.000,128.000,116.000,130.000
2019-09-16-12-55-51,000494,000076,2,91.000,128.000,113.000,130.000
2019-09-16-12-55-51,000495,000076,2,89.000,128.000,111.000,131.000
2019-09-16-12-55-51,000496,000076,2,101.000,128.000,110.000,131.000
2019-09-16-12-55-51,000497,000076,2,85.000,127.000,108.000,131.000
2019-09-16-12-55-51,000498,000076,2,98.000,128.000,106.000,131.000
2019-09-16-12-55-51,000499,000076,2,94.000,128.000,104.000,131.000
2019-09-16-12-55-51,000500,000076,2,78.000,125.000,102.000,133.000
2019-09-16-12-55-51,000501,000076,2,92.000,127.000,101.000,133.000
2019-09-16-12-55-51,000502,000076,2,86.000,128.000,99.000,131.000
2019-09-16-12-55-51,000503,000076,2,72.000,128.000,95.000,131.000
2019-09-16-12-55-51,000504,000076,2,84.000,128.000,92.000,132.000
2019-09-16-12-55-51,000505,000076,2,67.000,127.000,91.000,133.000
2019-09-16-12-55-51,000506,000076,2,80.000,127.000,89.000,133.000
2019-09-16-12-55-51,000507,000076,2,63.000,127.000,89.000,133.000
2019-09-16-12-55-51,000508,000076,2,62.000,127.000,85.000,131.000
2019-09-16-12-55-51,000509,000076,2,58.000,127.000,83.000,131.000
2019-09-16-12-55-51,000510,000076,2,57.000,128.000,81.000,130.000
2019-09-16-12-55-51,000511,000076,2,54.000,128.000,77.000,131.000
2019-09-16-12-55-51,000512,000076,2,53.000,128.000,75.000,131.000
2019-09-16-12-55-51,000513,000076,2,50.000,128.000,74.000,131.000
2019-09-16-12-55-51,000514,000076,2,62.000,128.000,72.000,131.000
2019-09-16-12-55-51,000515,000076,2,60.000,126.000,68.000,130.000
2019-09-16-12-55-51,000516,000076,2,59.000,126.000,67.000,128.000
2019-09-16-12-55-51,000517,000076,2,57.000,127.000,64.000,129.000
2019-09-16-12-55-51,000518,000076,2,53.000,127.000,61.000,128.000
2019-09-16-12-55-51,000519,000076,2,52.000,125.000,61.000,131.000
2019-09-16-12-55-51,000520,000076,2,49.000,125.000,59.000,129.000
2019-09-16-12-55-51,000521,000076,2,54.000,127.000,57.000,128.000
2019-09-16-12-55-51,000522,000076,2,47.000,127.000,54.000,128.000
2019-09-16-12-55-51,000523,000076,2,42.000,125.000,52.000,129.000
2019-09-16-12-55-51,000524,000076,2,40.000,127.000,48.000,129.000
2019-09-16-12-55-51,000525,000076,2,28.000,125.000,46.000,128.000
2019-09-16-12-55-51,000526,000076,2,38.000,127.000,45.000,128.000
2019-09-16-12-55-51,000527,000076,2,34.000,127.000,42.000,128.000
2019-09-16-12-55-51,000528,000076,2,22.000,124.000,40.000,131.000
2019-09-16-12-55-51,000529,000076,2,29.000,125.000,38.000,129.000
2019-09-16-12-55-51,000530,000076,2,24.000,122.000,36.000,129.000
2019-09-16-12-55-51,000531,000076,2,24.000,123.000,35.000,134.000
2019-09-16-12-55-51,000532,000076,2,22.000,123.000,33.000,131.000
2019-09-16-12-55-51,000533,000076,2,22.000,127.000,30.000,129.000
2019-09-16-12-55-51,000534,000076,2,20.000,125.000,29.000,131.000
2019-09-16-12-55-51,000535,000076,2,21.000,125.000,26.000,129.000
2019-09-16-12-55-51,000536,000076,2,20.000,124.000,24.000,129.000
2019-09-16-12-55-51,000537,000076,2,17.000,127.000,21.000,128.000
2019-09-16-12-55-51,000538,000076,2,15.000,127.000,19.000,129.000
2019-09-16-12-55-51,000539,000076,2,13.000,127.000,16.000,129.000
2019-09-16-12-55-51,000540,000076,2,11.000,127.000,13.000,129.000
2019-09-16-12-58-42,000135,000109,2,11.000,135.000,12.000,136.000
2019-09-16-12-58-42,000136,000109,2,15.000,135.000,17.000,136.000
2019-09-16-12-58-42,000137,000109,2,17.000,135.000,20.000,136.000
2019-09-16-12-58-42,000138,000109,2,22.000,131.000,25.000,140.000
2019-09-16-12-58-42,000139,000109,2,22.000,129.000,30.000,140.000
2019-09-16-12-58-42,000140,000109,2,28.000,136.000,34.000,139.000
2019-09-16-12-58-42,000141,000109,2,34.000,138.000,35.000,140.000
2019-09-16-12-58-42,000142,000109,2,39.000,137.000,41.000,138.000
2019-09-16-12-58-42,000143,000109,2,42.000,136.000,46.000,140.000
2019-09-16-12-58-42,000144,000109,2,48.000,136.000,52.000,142.000
2019-09-16-12-58-42,000145,000109,2,44.000,136.000,56.000,142.000
2019-09-16-12-58-42,000146,000109,2,57.000,136.000,60.000,140.000
2019-09-16-12-58-42,000147,000109,2,62.000,135.000,66.000,140.000
2019-09-16-12-58-42,000148,000109,2,66.000,134.000,71.000,139.000
2019-09-16-12-58-42,000149,000109,2,71.000,134.000,74.000,138.000
2019-09-16-12-58-42,000150,000109,2,71.000,134.000,80.000,138.000
2019-09-16-12-58-42,000151,000109,2,77.000,135.000,83.000,142.000
2019-09-16-12-58-42,000152,000109,2,81.000,134.000,88.000,138.000
2019-09-16-12-58-42,000153,000109,2,84.000,129.000,94.000,139.000
2019-09-16-12-58-42,000154,000109,2,92.000,132.000,98.000,137.000
2019-09-16-12-58-42,000155,000109,2,97.000,131.000,103.000,136.000
2019-09-16-12-58-42,000156,000109,2,101.000,132.000,107.000,136.000
2019-09-16-12-58-42,000157,000109,2,107.000,130.000,111.000,135.000
2019-09-16-12-58-42,000158,000109,2,110.000,131.000,117.000,136.000
2019-09-16-12-58-42,000159,000109,2,114.000,130.000,120.000,136.000
2019-09-16-12-58-42,000160,000109,2,117.000,127.000,126.000,136.000
2019-09-16-12-58-42,000161,000109,2,123.000,129.000,129.000,132.000
2019-09-16-12-58-42,000162,000109,2,126.000,129.000,134.000,133.000
2019-09-16-12-58-42,000163,000109,2,131.000,129.000,139.000,133.000
2019-09-16-12-58-42,000164,000109,2,136.000,124.000,143.000,132.000
2019-09-16-12-58-42,000165,000109,2,142.000,118.000,148.000,136.000
2019-09-16-12-58-42,000166,000109,2,141.000,128.000,151.000,131.000
2019-09-16-12-58-42,000167,000109,2,150.000,127.000,157.000,133.000
2019-09-16-12-58-42,000168,000109,2,141.000,125.000,161.000,131.000
2019-09-16-12-58-42,000169,000109,2,157.000,122.000,167.000,130.000
2019-09-16-12-58-42,000170,000109,2,164.000,117.000,171.000,129.000
2019-09-16-12-58-42,000171,000109,2,167.000,121.000,175.000,131.000
2019-09-16-12-58-42,000172,000109,2,164.000,111.000,180.000,136.000
2019-09-16-12-58-42,000173,000109,2,166.000,122.000,185.000,128.000
2019-09-16-12-58-42,000174,000109,2,171.000,119.000,189.000,128.000
2019-09-16-12-58-42,000175,000109,2,176.000,118.000,194.000,128.000
2019-09-16-12-58-42,000176,000109,2,176.000,116.000,197.000,127.000
2019-09-16-12-58-42,000177,000109,2,184.000,110.000,202.000,126.000
2019-09-16-12-58-42,000178,000109,2,192.000,101.000,207.000,128.000
